REF_DATE,GEO,Statistics,UOM,COORDINATE,VALUE
1998,British Columbia [59],Youth crime severity index,Index,36.7,122.68
1998,British Columbia [59],Youth violent crime severity index,Index,36.9,95.04
1998,British Columbia [59],Youth non-violent crime severity index,Index,36.11,143.74
1998,British Columbia [59],Weighted clearance rate,Number,36.13,27.88
1998,British Columbia [59],Violent weighted clearance rate,Number,36.15,48.14
1998,British Columbia [59],Non-violent weighted clearance rate,Number,36.17,22.15
1998,British Columbia [59],Percent change in non-violent weighted clearance rate,Percent,36.18,
1998,"Vancouver, British Columbia [59933]",Crime severity index,Index,37.1,183.77
1998,"Vancouver, British Columbia [59933]",Violent crime severity index,Index,37.3,156.22
1998,"Vancouver, British Columbia [59933]",Non-violent crime severity index,Index,37.5,194.36
1998,"Vancouver, British Columbia [59933]",Youth crime severity index,Index,37.7,
1998,"Vancouver, British Columbia [59933]",Youth violent crime severity index,Index,37.9,
1998,"Vancouver, British Columbia [59933]",Youth non-violent crime severity index,Index,37.11,
1998,"Vancouver, British Columbia [59933]",Weighted clearance rate,Number,37.13,20.9
1998,"Vancouver, British Columbia [59933]",Violent weighted clearance rate,Number,37.15,36.93
1998,"Vancouver, British Columbia [59933]",Non-violent weighted clearance rate,Number,37.17,15.95
1998,"Vancouver, British Columbia [59933]",Percent change in non-violent weighted clearance rate,Percent,37.18,
1998,"Victoria, British Columbia [59935]",Crime severity index,Index,38.1,145.45
1998,"Victoria, British Columbia [59935]",Violent crime severity index,Index,38.3,133.23
1998,"Victoria, British Columbia [59935]",Non-violent crime severity index,Index,38.5,150.15
1998,"Victoria, British Columbia [59935]",Youth crime severity index,Index,38.7,
1998,"Victoria, British Columbia [59935]",Youth violent crime severity index,Index,38.9,
1998,"Victoria, British Columbia [59935]",Youth non-violent crime severity index,Index,38.11,
1998,"Victoria, British Columbia [59935]",Weighted clearance rate,Number,38.13,36.84
1998,"Victoria, British Columbia [59935]",Violent weighted clearance rate,Number,38.15,60.24
1998,"Victoria, British Columbia [59935]",Non-violent weighted clearance rate,Number,38.17,28.86
1998,"Victoria, British Columbia [59935]",Percent change in non-violent weighted clearance rate,Percent,38.18,
1998,Yukon [60],Crime severity index,Index,40.1,226.16
1998,Yukon [60],Violent crime severity index,Index,40.3,214.17
1998,Yukon [60],Non-violent crime severity index,Index,40.5,230.77
1998,Yukon [60],Youth crime severity index,Index,40.7,252.18
1998,Yukon [60],Youth violent crime severity index,Index,40.9,83.32
1998,Yukon [60],Youth non-violent crime severity index,Index,40.11,380.79
1998,Yukon [60],Weighted clearance rate,Number,40.13,46.51
1998,Yukon [60],Violent weighted clearance rate,Number,40.15,68.86
1998,Yukon [60],Non-violent weighted clearance rate,Number,40.17,38.53
1998,Yukon [60],Percent change in non-violent weighted clearance rate,Percent,40.18,
1998,Northwest Territories [61],Crime severity index,Index,41.1,267.47
1998,Northwest Territories [61],Violent crime severity index,Index,41.3,305.99
1998,Northwest Territories [61],Non-violent crime severity index,Index,41.5,252.66
1998,Northwest Territories [61],Youth crime severity index,Index,41.7,385.01
1998,Northwest Territories [61],Youth violent crime severity index,Index,41.9,142.78
1998,Northwest Territories [61],Youth non-violent crime severity index,Index,41.11,569.51
1998,Northwest Territories [61],Weighted clearance rate,Number,41.13,54.16
1998,Northwest Territories [61],Violent weighted clearance rate,Number,41.15,72.85
1998,Northwest Territories [61],Non-violent weighted clearance rate,Number,41.17,45.46
1998,Northwest Territories [61],Percent change in non-violent weighted clearance rate,Percent,41.18,
1999,Canada,Crime severity index,Index,1.1,111.24
1999,Canada,Percent change in crime severity index,Percent,1.2,-6.4
1999,Canada,Violent crime severity index,Index,1.3,99.36
1999,Canada,Percent change in violent crime severity index,Percent,1.4,1.6
1999,Canada,Non-violent crime severity index,Index,1.5,115.8
1999,Canada,Percent change in non-violent crime severity index,Percent,1.6,-8.77
1999,Canada,Youth crime severity index,Index,1.7,99.34
1999,Canada,Percent change in youth crime severity index,Percent,1.8,-9.89
1999,Canada,Youth violent crime severity index,Index,1.9,83.51
1999,Canada,Percent change in youth violent crime severity index,Percent,1.1,-3.56
1999,Canada,Youth non-violent crime severity index,Index,1.11,111.4
1999,Canada,Percent change in youth non-violent crime severity index,Percent,1.12,-13.14
1999,Canada,Weighted clearance rate,Number,1.13,35.18
1999,Canada,Percent change in weighted clearance rate,Percent,1.14,3.29
1999,Canada,Violent weighted clearance rate,Number,1.15,57.28
1999,Canada,Percent change in violent weighted clearance rate,Percent,1.16,2.91
1999,Canada,Non-violent weighted clearance rate,Number,1.17,27.89
1999,Canada,Percent change in non-violent weighted clearance rate,Percent,1.18,0.83
1999,Newfoundland and Labrador [10],Crime severity index,Index,2.1,69.22
1999,Newfoundland and Labrador [10],Percent change in crime severity index,Percent,2.2,-9.37
1999,Newfoundland and Labrador [10],Violent crime severity index,Index,2.3,58.2
1999,Newfoundland and Labrador [10],Percent change in violent crime severity index,Percent,2.4,-0.39
1999,Newfoundland and Labrador [10],Non-violent crime severity index,Index,2.5,73.45
1999,Newfoundland and Labrador [10],Percent change in non-violent crime severity index,Percent,2.6,-11.8
1999,Newfoundland and Labrador [10],Youth crime severity index,Index,2.7,90.75
1999,Newfoundland and Labrador [10],Percent change in youth crime severity index,Percent,2.8,-17.29
1999,Newfoundland and Labrador [10],Youth violent crime severity index,Index,2.9,50.15
1999,Newfoundland and Labrador [10],Percent change in youth violent crime severity index,Percent,2.1,-10.01
1999,Newfoundland and Labrador [10],Youth non-violent crime severity index,Index,2.11,121.66
1999,Newfoundland and Labrador [10],Percent change in youth non-violent crime severity index,Percent,2.12,-19.35
1999,Newfoundland and Labrador [10],Weighted clearance rate,Number,2.13,42.25
1999,Newfoundland and Labrador [10],Percent change in weighted clearance rate,Percent,2.14,0.81
1999,Newfoundland and Labrador [10],Violent weighted clearance rate,Number,2.15,69.4
1999,Newfoundland and Labrador [10],Percent change in violent weighted clearance rate,Percent,2.16,10.49
1999,Newfoundland and Labrador [10],Non-violent weighted clearance rate,Number,2.17,33.98
1999,Newfoundland and Labrador [10],Percent change in non-violent weighted clearance rate,Percent,2.18,-6.31
1999,"St. John's, Newfoundland and Labrador [10001]",Crime severity index,Index,3.1,79.38
1999,"St. John's, Newfoundland and Labrador [10001]",Percent change in crime severity index,Percent,3.2,-21.44
1999,"St. John's, Newfoundland and Labrador [10001]",Violent crime severity index,Index,3.3,57.01
1999,"St. John's, Newfoundland and Labrador [10001]",Percent change in violent crime severity index,Percent,3.4,-14.34
1999,"St. John's, Newfoundland and Labrador [10001]",Non-violent crime severity index,Index,3.5,87.98
1999,"St. John's, Newfoundland and Labrador [10001]",Percent change in non-violent crime severity index,Percent,3.6,-23.02
1999,"St. John's, Newfoundland and Labrador [10001]",Youth crime severity index,Index,3.7,
1999,"St. John's, Newfoundland and Labrador [10001]",Youth violent crime severity index,Index,3.9,
1999,"St. John's, Newfoundland and Labrador [10001]",Youth non-violent crime severity index,Index,3.11,
1999,"St. John's, Newfoundland and Labrador [10001]",Weighted clearance rate,Number,3.13,29.94
1999,"St. John's, Newfoundland and Labrador [10001]",Percent change in weighted clearance rate,Percent,3.14,-5.37
1999,"St. John's, Newfoundland and Labrador [10001]",Violent weighted clearance rate,Number,3.15,48.57
1999,"St. John's, Newfoundland and Labrador [10001]",Percent change in violent weighted clearance rate,Percent,3.16,-7.7
1999,"St. John's, Newfoundland and Labrador [10001]",Non-violent weighted clearance rate,Number,3.17,25.29
1999,"St. John's, Newfoundland and Labrador [10001]",Percent change in non-violent weighted clearance rate,Percent,3.18,-6.16
1999,Prince Edward Island [11],Crime severity index,Index,4.1,78.99
1999,Prince Edward Island [11],Percent change in crime severity index,Percent,4.2,7.75
1999,Prince Edward Island [11],Violent crime severity index,Index,4.3,55.83
1999,Prince Edward Island [11],Percent change in violent crime severity index,Percent,4.4,-3.46
1999,Prince Edward Island [11],Non-violent crime severity index,Index,4.5,87.89
1999,Prince Edward Island [11],Percent change in non-violent crime severity index,Percent,4.6,10.87
1999,Prince Edward Island [11],Youth crime severity index,Index,4.7,49.85
1999,Prince Edward Island [11],Percent change in youth crime severity index,Percent,4.8,-0.95
1999,Prince Edward Island [11],Youth violent crime severity index,Index,4.9,30.5
1999,Prince Edward Island [11],Percent change in youth violent crime severity index,Percent,4.1,2.97
1999,Prince Edward Island [11],Youth non-violent crime severity index,Index,4.11,64.59
1999,Prince Edward Island [11],Percent change in youth non-violent crime severity index,Percent,4.12,-2.3
1999,Prince Edward Island [11],Weighted clearance rate,Number,4.13,35.92
1999,Prince Edward Island [11],Percent change in weighted clearance rate,Percent,4.14,-28.8
1999,Prince Edward Island [11],Violent weighted clearance rate,Number,4.15,59.58
1999,Prince Edward Island [11],Percent change in violent weighted clearance rate,Percent,4.16,-20.98
1999,Prince Edward Island [11],Non-violent weighted clearance rate,Number,4.17,30.14
1999,Prince Edward Island [11],Percent change in non-violent weighted clearance rate,Percent,4.18,-30.63
1999,Nova Scotia [12],Crime severity index,Index,5.1,104.62
1999,Nova Scotia [12],Percent change in crime severity index,Percent,5.2,-0.74
1999,Nova Scotia [12],Violent crime severity index,Index,5.3,87.58
1999,Nova Scotia [12],Percent change in violent crime severity index,Percent,5.4,3.1
1999,Nova Scotia [12],Non-violent crime severity index,Index,5.5,111.17
1999,Nova Scotia [12],Percent change in non-violent crime severity index,Percent,5.6,-1.85
1999,Nova Scotia [12],Youth crime severity index,Index,5.7,96.04
1999,Nova Scotia [12],Percent change in youth crime severity index,Percent,5.8,-8.72
1999,Nova Scotia [12],Youth violent crime severity index,Index,5.9,59.87
1999,Nova Scotia [12],Percent change in youth violent crime severity index,Percent,5.1,-20.47
1999,Nova Scotia [12],Youth non-violent crime severity index,Index,5.11,123.59
1999,Nova Scotia [12],Percent change in youth non-violent crime severity index,Percent,5.12,-3.45
1999,Nova Scotia [12],Weighted clearance rate,Number,5.13,35.63
1999,Nova Scotia [12],Percent change in weighted clearance rate,Percent,5.14,0.23
1999,Nova Scotia [12],Violent weighted clearance rate,Number,5.15,59.98
1999,Nova Scotia [12],Percent change in violent weighted clearance rate,Percent,5.16,2.44
1999,Nova Scotia [12],Non-violent weighted clearance rate,Number,5.17,28.26
1999,Nova Scotia [12],Percent change in non-violent weighted clearance rate,Percent,5.18,-2.25
1999,"Halifax, Nova Scotia [12205]",Crime severity index,Index,6.1,131.36
1999,"Halifax, Nova Scotia [12205]",Percent change in crime severity index,Percent,6.2,-2.07
1999,"Halifax, Nova Scotia [12205]",Violent crime severity index,Index,6.3,105.82
1999,"Halifax, Nova Scotia [12205]",Percent change in violent crime severity index,Percent,6.4,-4.27
1999,"Halifax, Nova Scotia [12205]",Non-violent crime severity index,Index,6.5,141.18
1999,"Halifax, Nova Scotia [12205]",Percent change in non-violent crime severity index,Percent,6.6,-1.41
1999,"Halifax, Nova Scotia [12205]",Youth crime severity index,Index,6.7,
1999,"Halifax, Nova Scotia [12205]",Youth violent crime severity index,Index,6.9,
1999,"Halifax, Nova Scotia [12205]",Youth non-violent crime severity index,Index,6.11,
1999,"Halifax, Nova Scotia [12205]",Weighted clearance rate,Number,6.13,25.53
1999,"Halifax, Nova Scotia [12205]",Percent change in weighted clearance rate,Percent,6.14,-11.81
1999,"Halifax, Nova Scotia [12205]",Violent weighted clearance rate,Number,6.15,47.88
1999,"Halifax, Nova Scotia [12205]",Percent change in violent weighted clearance rate,Percent,6.16,-7.3
1999,"Halifax, Nova Scotia [12205]",Non-violent weighted clearance rate,Number,6.17,19.09
1999,"Halifax, Nova Scotia [12205]",Percent change in non-violent weighted clearance rate,Percent,6.18,-14.05
1999,New Brunswick [13],Crime severity index,Index,7.1,90.04
1999,New Brunswick [13],Percent change in crime severity index,Percent,7.2,0.07
1999,New Brunswick [13],Violent crime severity index,Index,7.3,78.56
1999,New Brunswick [13],Percent change in violent crime severity index,Percent,7.4,17.04
1999,New Brunswick [13],Non-violent crime severity index,Index,7.5,94.46
1999,New Brunswick [13],Percent change in non-violent crime severity index,Percent,7.6,-4.36
1999,New Brunswick [13],Youth crime severity index,Index,7.7,91.95
1999,New Brunswick [13],Percent change in youth crime severity index,Percent,7.8,-5.4
1999,New Brunswick [13],Youth violent crime severity index,Index,7.9,62.74
1999,New Brunswick [13],Percent change in youth violent crime severity index,Percent,7.1,12.1
1999,New Brunswick [13],Youth non-violent crime severity index,Index,7.11,114.19
1999,New Brunswick [13],Percent change in youth non-violent crime severity index,Percent,7.12,-11.21
1999,New Brunswick [13],Weighted clearance rate,Number,7.13,40.42
1999,New Brunswick [13],Percent change in weighted clearance rate,Percent,7.14,-8.07
1999,New Brunswick [13],Violent weighted clearance rate,Number,7.15,60.42
1999,New Brunswick [13],Percent change in violent weighted clearance rate,Percent,7.16,-11.23
1999,New Brunswick [13],Non-violent weighted clearance rate,Number,7.17,34.03
1999,New Brunswick [13],Percent change in non-violent weighted clearance rate,Percent,7.18,-9.69
1999,"Saint John, New Brunswick [13310]",Crime severity index,Index,8.1,93.92
1999,"Saint John, New Brunswick [13310]",Percent change in crime severity index,Percent,8.2,-7.23
1999,"Saint John, New Brunswick [13310]",Violent crime severity index,Index,8.3,87.5
1999,"Saint John, New Brunswick [13310]",Percent change in violent crime severity index,Percent,8.4,4.08
1999,"Saint John, New Brunswick [13310]",Non-violent crime severity index,Index,8.5,96.38
1999,"Saint John, New Brunswick [13310]",Percent change in non-violent crime severity index,Percent,8.6,-10.63
1999,"Saint John, New Brunswick [13310]",Youth crime severity index,Index,8.7,
1999,"Saint John, New Brunswick [13310]",Youth violent crime severity index,Index,8.9,
1999,"Saint John, New Brunswick [13310]",Youth non-violent crime severity index,Index,8.11,
1999,"Saint John, New Brunswick [13310]",Weighted clearance rate,Number,8.13,30
1999,"Saint John, New Brunswick [13310]",Percent change in weighted clearance rate,Percent,8.14,-28.45
1999,"Saint John, New Brunswick [13310]",Violent weighted clearance rate,Number,8.15,37.28
1999,"Saint John, New Brunswick [13310]",Percent change in violent weighted clearance rate,Percent,8.16,-36.2
1999,"Saint John, New Brunswick [13310]",Non-violent weighted clearance rate,Number,8.17,27.46
1999,"Saint John, New Brunswick [13310]",Percent change in non-violent weighted clearance rate,Percent,8.18,-25.74
1999,Quebec [24],Crime severity index,Index,9.1,104.3
1999,Quebec [24],Percent change in crime severity index,Percent,9.2,-7.44
1999,Quebec [24],Violent crime severity index,Index,9.3,95.91
1999,Quebec [24],Percent change in violent crime severity index,Percent,9.4,6.01
1999,Quebec [24],Non-violent crime severity index,Index,9.5,107.52
1999,Quebec [24],Percent change in non-violent crime severity index,Percent,9.6,-11.3
